,날짜,feat_a,feat_b,feat_c,feat_d,feat_e,feat_f,매출
1042,2019. 1. 23,25151553,85418,651,241,1533,1868966,18701344
1043,2019. 1. 22,25034759,86482,491,240,1619,1788952,18983283
1044,2019. 1. 21,25424799,82694,5852,243,1625,1660673,18447642
1045,2019. 1. 20,16372637,74130,4774,226,1407,1780371,14942869
1046,2019. 1. 19,16469778,72248,118,231,1420,1812515,14846829
1047,2019. 1. 18,23614908,78617,9086,246,1614,1787619,17577349
1048,2019. 1. 17,24854615,80922,4744,250,2058,1816949,18383340
1049,2019. 1. 16,24237735,82365,715,244,1818,1704367,18367585
1050,2019. 1. 15,24419532,82742,7605,245,1834,1530522,18773041
1051,2019. 1. 14,24895655,82883,1299,237,1769,1457770,18174889
1052,2019. 1. 13,15832869,73061,3805,231,1671,1523062,15359784
1053,2019. 1. 12,16158766,72249,3188,236,1443,1553752,15505526
1054,2019. 1. 11,23567536,79925,1805,253,1596,1892069,18342933
1055,2019. 1. 10,25021067,81234,1072,257,1793,2481351,18363700
1056,2019. 1. 9,25422202,80818,6828,252,1826,2514984,17888918
1057,2019. 1. 8,25211200,80838,9171,255,1491,2622133,17980324
1058,2019. 1. 7,24698103,81310,6006,254,1682,2789423,17871196
1059,2019. 1. 6,16336556,75815,9432,227,1545,2541818,14635648
1060,2019. 1. 5,16547256,75180,7502,230,1705,2578383,14697297
1061,2019. 1. 4,21885288,82317,8182,239,1837,2411262,17257373
1062,2019. 1. 3,20386487,78938,437,244,1363,2488056,16796881
1063,2019. 1. 2,19226542,79779,8699,238,1420,1995960,17013518
1064,2019. 1. 1,14945660,83470,1591,220,1351,911411,17425701
